INFO: Scrapy 1.4.0 started (bot: api_docs)
INFO: Overridden settings: {'NEWSPIDER_MODULE': 'api_docs.spiders', 'FEED_URI': '%(name)s_result.json', 'CONCURRENT_REQUESTS_PER_DOMAIN': 10, 'CONCURRENT_REQUESTS': 10, 'SPIDER_MODULES': ['api_docs.spiders'], 'RETRY_HTTP_CODES': [500, 503, 504, 400, 403, 404, 408], 'BOT_NAME': 'api_docs', 'COOKIES_ENABLED': False, 'RETRY_TIMES': 5, 'AUTOTHROTTLE_ENABLED': True, 'DOWNLOAD_DELAY': 8, 'AUTOTHROTTLE_DEBUG': True}
INFO: Enabled extensions:
['scrapy.extensions.feedexport.FeedExporter',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.throttle.AutoThrottle']
INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'api_docs.middlewares.RandomUserAgentMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
INFO: Enabled item pipelines:
['api_docs.pipelines.ApiDocsPipeline']
INFO: Spider opened
INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
DEBUG: Telnet console listening on 127.0.0.1:6023
INFO: [progweb] Scrapping ProgrammableWeb Page 0 : progweb_sites/0.html
DEBUG: Crawled (200) <GET file:///home/cuky/Devel/kdd2017/Crawler/api_docs/progweb_sites/0.html> (referer: None)
INFO: [progweb] Scrapping ProgrammableWeb Page 1 : progweb_sites/1.html
INFO: [progweb] Scrapping ProgrammableWeb Page 2 : progweb_sites/2.html
INFO: [progweb] Scrapping ProgrammableWeb Page 3 : progweb_sites/3.html
INFO: [progweb] Scrapping ProgrammableWeb Page 4 : progweb_sites/4.html
INFO: [progweb] Scrapping ProgrammableWeb Page 5 : progweb_sites/5.html
INFO: [progweb] Scrapping ProgrammableWeb Page 6 : progweb_sites/6.html
INFO: [progweb] Scrapping ProgrammableWeb Page 7 : progweb_sites/7.html
INFO: [progweb] Page 0 - Api Num 0
INFO: [progweb] Page 0 - Api Num 1
INFO: [progweb] Page 0 - Api Num 2
INFO: [progweb] Page 0 - Api Num 3
INFO: [progweb] Page 0 - Api Num 4
INFO: [progweb] Page 0 - Api Num 5
INFO: [progweb] Page 0 - Api Num 6
INFO: [progweb] Page 0 - Api Num 7
INFO: [progweb] Page 0 - Api Num 8
INFO: [progweb] Page 0 - Api Num 9
INFO: [progweb] Page 0 - Api Num 10
INFO: [progweb] Page 0 - Api Num 11
INFO: [progweb] Page 0 - Api Num 12
INFO: [progweb] Page 0 - Api Num 13
INFO: [progweb] Page 0 - Api Num 14
INFO: [progweb] Page 0 - Api Num 15
INFO: [progweb] Page 0 - Api Num 16
INFO: [progweb] Page 0 - Api Num 17
INFO: [progweb] Page 0 - Api Num 18
INFO: [progweb] Page 0 - Api Num 19
INFO: [progweb] Page 0 - Api Num 20
INFO: [progweb] Page 0 - Api Num 21
INFO: [progweb] Page 0 - Api Num 22
INFO: [progweb] Page 0 - Api Num 23
INFO: [progweb] Page 0 - Api Num 24
INFO: [progweb] Page 0 - Api Num 25
INFO: [progweb] Page 0 - Api Num 26
INFO: [progweb] Page 0 - Api Num 27
INFO: [progweb] Page 0 - Api Num 28
INFO: [progweb] Page 0 - Api Num 29
INFO: [progweb] Page 0 - Api Num 30
INFO: [progweb] Page 0 - Api Num 31
INFO: [progweb] Page 0 - Api Num 32
INFO: [progweb] Page 0 - Api Num 33
INFO: [progweb] Page 0 - Api Num 34
INFO: [progweb] Page 0 - Api Num 35
INFO: [progweb] Page 0 - Api Num 36
INFO: [progweb] Page 0 - Api Num 37
INFO: [progweb] Page 0 - Api Num 38
INFO: [progweb] Page 0 - Api Num 39
INFO: [progweb] Page 0 - Api Num 40
INFO: [progweb] Page 0 - Api Num 41
INFO: [progweb] Page 0 - Api Num 42
INFO: [progweb] Page 0 - Api Num 43
INFO: [progweb] Page 0 - Api Num 44
INFO: [progweb] Page 0 - Api Num 45
INFO: [progweb] Page 0 - Api Num 46
INFO: [progweb] Page 0 - Api Num 47
INFO: [progweb] Page 0 - Api Num 48
INFO: [progweb] Page 0 - Api Num 49
INFO: [progweb] Page 0 - Api Num 50
INFO: [progweb] Page 0 - Api Num 51
INFO: [progweb] Page 0 - Api Num 52
INFO: [progweb] Page 0 - Api Num 53
INFO: [progweb] Page 0 - Api Num 54
INFO: [progweb] Page 0 - Api Num 55
INFO: [progweb] Page 0 - Api Num 56
INFO: [progweb] Page 0 - Api Num 57
INFO: [progweb] Page 0 - Api Num 58
INFO: [progweb] Page 0 - Api Num 59
INFO: [progweb] Page 0 - Api Num 60
INFO: [progweb] Page 0 - Api Num 61
INFO: [progweb] Page 0 - Api Num 62
INFO: [progweb] Page 0 - Api Num 63
INFO: [progweb] Page 0 - Api Num 64
INFO: [progweb] Page 0 - Api Num 65
INFO: [progweb] Page 0 - Api Num 66
INFO: [progweb] Page 0 - Api Num 67
INFO: [progweb] Page 0 - Api Num 68
INFO: [progweb] Page 0 - Api Num 69
INFO: [progweb] Page 0 - Api Num 70
INFO: [progweb] Page 0 - Api Num 71
INFO: [progweb] Page 0 - Api Num 72
INFO: [progweb] Page 0 - Api Num 73
INFO: [progweb] Page 0 - Api Num 74
INFO: [progweb] Page 0 - Api Num 75
INFO: [progweb] Page 0 - Api Num 76
